Protein_ID,Fold,Split
Q9M5A4_C,fold_08,Train
Q9M7C9_C,fold_08,Train
Q9SPN0_L,fold_08,Train
Q9SPN1_L,fold_08,Train
Q9SW76_C,fold_08,Train
R4I6X2_L,fold_08,Train
R4YVJ5_C,fold_08,Train
slectg065_np871_L,fold_08,Train
slectg127_np665_L,fold_08,Train
slectg240_np1756_L,fold_08,Train
vodctg000225_np551212.245_C,fold_08,Train
vodctg000225_np551212959_L,fold_08,Train
vodctg000245_np551212567_C,fold_08,Train
vraChr51716_C,fold_08,Train
vraChr52544_C,fold_08,Train
A0A1Q1N939_L,fold_08,Test
A0A7L7T499_L,fold_08,Test
A0A7L7TAQ2_L,fold_08,Test
U5PZT6_L,fold_08,Test
A0A059SVB0_L,fold_09,Train
A0A068B0N9_L,fold_09,Train
A0A097ZLN9_L,fold_09,Train
A0A097ZLP5_L,fold_09,Train
A0A097ZLS9_L,fold_09,Train
A0A0D3ML99_C,fold_09,Train
A0A0F6PMD0_C,fold_09,Train
A0A140KFH3_L,fold_09,Train
A0A1C9J6A7_C,fold_09,Train
A0A1Q1N939_L,fold_09,Train
A0A2R3ZE38_L,fold_09,Train
A0A2R3ZE39_L,fold_09,Train
A0A345BJ04_L,fold_09,Train
A0A3G9EWY9_L,fold_09,Train
A0A481YAH7_C,fold_09,Train
A0A4Y5QVX4_C,fold_09,Train
A0A4Y5QWA6_L,fold_09,Train
A0A4Y5QZ62_L,fold_09,Train
A0A5B9G8E4_L,fold_09,Train
A0A6C0M6B5_L,fold_09,Train
A0A6P6W6H5_C,fold_09,Train
A0A7G8EIM4_L,fold_09,Train
A0A7L7S5P2_L,fold_09,Train
A0A7L7S5U1_L,fold_09,Train
A0A7L7T499_L,fold_09,Train
A0A7L7TAQ2_L,fold_09,Train
A7IZZ1_C,fold_09,Train
ATY48639_L,fold_09,Train
B0F4G4_C,fold_09,Train
B1NA83_L,fold_09,Train
B1NA84_L,fold_09,Train
B6F137_L,fold_09,Train
C0KWV5_L,fold_09,Train
C0KWV7_L,fold_09,Train
C0KY88_L,fold_09,Train
C0PPR1_L,fold_09,Train
D4N3A0_L,fold_09,Train
D4N3A1_L,fold_09,Train
D5SL78_L,fold_09,Train
dinctg000_np1212847_L,fold_09,Train
F2XF93_L,fold_09,Train
F2XFA6_L,fold_09,Train
F8TWD1_L,fold_09,Train
F8TWD2_L,fold_09,Train
G5CV39_L,fold_09,Train
H6UQ81_L,fold_09,Train
H6WBC5_L,fold_09,Train
J7HWK5_L,fold_09,Train
O04806_C,fold_09,Train
P0CV94_L,fold_09,Train
P0CV95_L,fold_09,Train
Q1XBU5_L,fold_09,Train
Q20HU7_C,fold_09,Train
Q2XSC5_L,fold_09,Train
Q2XSC6_C,fold_09,Train
Q40322_C,fold_09,Train
Q5SBP3_L,fold_09,Train
Q675L1_C,fold_09,Train
Q675L2_L,fold_09,Train
Q6F5H2_C,fold_09,Train
Q6F5H3_C,fold_09,Train
Q6ZH94_L,fold_09,Train
Q84UV0_L,fold_09,Train
Q8H2B4_L,fold_09,Train
Q8L5K1_C,fold_09,Train
Q8L5K3_C,fold_09,Train
Q940E7_C,fold_09,Train
Q96376_L,fold_09,Train
Q9AXM7_C,fold_09,Train
Q9FUW5_C,fold_09,Train
Q9M5A4_C,fold_09,Train
Q9M7C9_C,fold_09,Train
Q9SPN0_L,fold_09,Train
Q9SPN1_L,fold_09,Train
Q9SW76_C,fold_09,Train
R4I6X2_L,fold_09,Train
R4YVJ5_C,fold_09,Train
slectg065_np871_L,fold_09,Train
slectg127_np665_L,fold_09,Train
slectg240_np1756_L,fold_09,Train
U5PZT6_L,fold_09,Train
vodctg000225_np551212.245_C,fold_09,Train
vodctg000245_np551212567_C,fold_09,Train
vraChr52544_C,fold_09,Train
hmoChr44410_L,fold_09,Test
vodctg000225_np551212959_L,fold_09,Test
vraChr51716_C,fold_09,Test
A0A059SVB0_L,fold_10,Train
A0A068B0N9_L,fold_10,Train
A0A097ZLN9_L,fold_10,Train
A0A097ZLP5_L,fold_10,Train
A0A097ZLS9_L,fold_10,Train
A0A0D3ML99_C,fold_10,Train
A0A0F6PMD0_C,fold_10,Train
A0A140KFH3_L,fold_10,Train
A0A1C9J6A7_C,fold_10,Train
A0A1Q1N939_L,fold_10,Train
A0A2R3ZE38_L,fold_10,Train
A0A2R3ZE39_L,fold_10,Train
A0A345BJ04_L,fold_10,Train
A0A3G9EWY9_L,fold_10,Train
A0A481YAH7_C,fold_10,Train
A0A4Y5QVX4_C,fold_10,Train
A0A4Y5QWA6_L,fold_10,Train
A0A4Y5QZ62_L,fold_10,Train
A0A5B9G8E4_L,fold_10,Train
A0A6C0M6B5_L,fold_10,Train
A0A7G8EIM4_L,fold_10,Train
A0A7L7S5P2_L,fold_10,Train
A0A7L7S5U1_L,fold_10,Train
A0A7L7T499_L,fold_10,Train
A0A7L7TAQ2_L,fold_10,Train
A7IZZ1_C,fold_10,Train
B0F4G4_C,fold_10,Train
B1NA83_L,fold_10,Train
B1NA84_L,fold_10,Train
B6F137_L,fold_10,Train
C0KWV5_L,fold_10,Train
C0KWV7_L,fold_10,Train
C0KY88_L,fold_10,Train
C0PPR1_L,fold_10,Train
D4N3A0_L,fold_10,Train
D4N3A1_L,fold_10,Train
D5SL78_L,fold_10,Train
dinctg000_np1212847_L,fold_10,Train
F2XF93_L,fold_10,Train
F2XFA6_L,fold_10,Train
F8TWD1_L,fold_10,Train
F8TWD2_L,fold_10,Train
G5CV39_L,fold_10,Train
H6UQ81_L,fold_10,Train
H6WBC5_L,fold_10,Train
hmoChr44410_L,fold_10,Train
J7HWK5_L,fold_10,Train
O04806_C,fold_10,Train
P0CV94_L,fold_10,Train
P0CV95_L,fold_10,Train
Q1XBU5_L,fold_10,Train
Q20HU7_C,fold_10,Train
Q2XSC5_L,fold_10,Train
Q2XSC6_C,fold_10,Train
Q40322_C,fold_10,Train
Q5SBP3_L,fold_10,Train
Q675L1_C,fold_10,Train
Q675L2_L,fold_10,Train
Q6F5H2_C,fold_10,Train
Q6F5H3_C,fold_10,Train
Q6ZH94_L,fold_10,Train
Q84UV0_L,fold_10,Train
Q8H2B4_L,fold_10,Train
Q8L5K1_C,fold_10,Train
Q8L5K3_C,fold_10,Train
Q940E7_C,fold_10,Train
Q96376_L,fold_10,Train
Q9AXM7_C,fold_10,Train
Q9FUW5_C,fold_10,Train
Q9M5A4_C,fold_10,Train
Q9M7C9_C,fold_10,Train
Q9SPN0_L,fold_10,Train
Q9SPN1_L,fold_10,Train
Q9SW76_C,fold_10,Train
R4I6X2_L,fold_10,Train
slectg065_np871_L,fold_10,Train
slectg127_np665_L,fold_10,Train
slectg240_np1756_L,fold_10,Train
U5PZT6_L,fold_10,Train
vodctg000225_np551212.245_C,fold_10,Train
vodctg000225_np551212959_L,fold_10,Train
vodctg000245_np551212567_C,fold_10,Train
vraChr51716_C,fold_10,Train
vraChr52544_C,fold_10,Train
A0A6P6W6H5_C,fold_10,Test
ATY48639_L,fold_10,Test
R4YVJ5_C,fold_10,Test
A0A059SVB0_L,fold_11,Train
A0A068B0N9_L,fold_11,Train
A0A097ZLN9_L,fold_11,Train
A0A097ZLP5_L,fold_11,Train
A0A097ZLS9_L,fold_11,Train
A0A0D3ML99_C,fold_11,Train
A0A0F6PMD0_C,fold_11,Train
A0A140KFH3_L,fold_11,Train
A0A1C9J6A7_C,fold_11,Train
A0A1Q1N939_L,fold_11,Train
A0A2R3ZE38_L,fold_11,Train
A0A2R3ZE39_L,fold_11,Train
A0A345BJ04_L,fold_11,Train
A0A3G9EWY9_L,fold_11,Train
A0A481YAH7_C,fold_11,Train
A0A4Y5QVX4_C,fold_11,Train
A0A4Y5QWA6_L,fold_11,Train
A0A4Y5QZ62_L,fold_11,Train
A0A5B9G8E4_L,fold_11,Train
A0A6C0M6B5_L,fold_11,Train
A0A6P6W6H5_C,fold_11,Train
A0A7G8EIM4_L,fold_11,Train
A0A7L7S5P2_L,fold_11,Train
A0A7L7S5U1_L,fold_11,Train
A0A7L7T499_L,fold_11,Train
A0A7L7TAQ2_L,fold_11,Train
A7IZZ1_C,fold_11,Train
ATY48639_L,fold_11,Train
B0F4G4_C,fold_11,Train
B1NA83_L,fold_11,Train
B1NA84_L,fold_11,Train
B6F137_L,fold_11,Train
C0KWV5_L,fold_11,Train
C0KWV7_L,fold_11,Train
C0KY88_L,fold_11,Train
C0PPR1_L,fold_11,Train
D4N3A0_L,fold_11,Train
D4N3A1_L,fold_11,Train
D5SL78_L,fold_11,Train
dinctg000_np1212847_L,fold_11,Train
F2XF93_L,fold_11,Train
F2XFA6_L,fold_11,Train
F8TWD1_L,fold_11,Train
F8TWD2_L,fold_11,Train
G5CV39_L,fold_11,Train
H6UQ81_L,fold_11,Train
H6WBC5_L,fold_11,Train
hmoChr44410_L,fold_11,Train
O04806_C,fold_11,Train
P0CV94_L,fold_11,Train
P0CV95_L,fold_11,Train
Q1XBU5_L,fold_11,Train
Q20HU7_C,fold_11,Train
Q2XSC5_L,fold_11,Train
Q2XSC6_C,fold_11,Train
Q40322_C,fold_11,Train
Q5SBP3_L,fold_11,Train
Q675L1_C,fold_11,Train
Q675L2_L,fold_11,Train
Q6F5H2_C,fold_11,Train
Q6F5H3_C,fold_11,Train
Q6ZH94_L,fold_11,Train
Q84UV0_L,fold_11,Train
Q8H2B4_L,fold_11,Train
Q8L5K1_C,fold_11,Train
Q8L5K3_C,fold_11,Train
Q940E7_C,fold_11,Train
Q96376_L,fold_11,Train
Q9AXM7_C,fold_11,Train
Q9FUW5_C,fold_11,Train
Q9M5A4_C,fold_11,Train
Q9M7C9_C,fold_11,Train
Q9SPN0_L,fold_11,Train
Q9SPN1_L,fold_11,Train
Q9SW76_C,fold_11,Train
R4YVJ5_C,fold_11,Train
slectg065_np871_L,fold_11,Train
slectg127_np665_L,fold_11,Train
slectg240_np1756_L,fold_11,Train
U5PZT6_L,fold_11,Train
vodctg000225_np551212.245_C,fold_11,Train
vodctg000225_np551212959_L,fold_11,Train
vodctg000245_np551212567_C,fold_11,Train
vraChr51716_C,fold_11,Train
vraChr52544_C,fold_11,Train
J7HWK5_L,fold_11,Test
R4I6X2_L,fold_11,Test
A0A059SVB0_L,fold_12,Train
A0A068B0N9_L,fold_12,Train
A0A097ZLN9_L,fold_12,Train
A0A097ZLP5_L,fold_12,Train
A0A097ZLS9_L,fold_12,Train
A0A0D3ML99_C,fold_12,Train
A0A0F6PMD0_C,fold_12,Train
A0A140KFH3_L,fold_12,Train
A0A1C9J6A7_C,fold_12,Train
A0A1Q1N939_L,fold_12,Train
A0A2R3ZE38_L,fold_12,Train
A0A2R3ZE39_L,fold_12,Train
A0A345BJ04_L,fold_12,Train
A0A3G9EWY9_L,fold_12,Train
A0A481YAH7_C,fold_12,Train
A0A4Y5QVX4_C,fold_12,Train
A0A4Y5QWA6_L,fold_12,Train
A0A4Y5QZ62_L,fold_12,Train
A0A5B9G8E4_L,fold_12,Train
A0A6C0M6B5_L,fold_12,Train
A0A6P6W6H5_C,fold_12,Train
A0A7G8EIM4_L,fold_12,Train
A0A7L7S5P2_L,fold_12,Train
A0A7L7S5U1_L,fold_12,Train
A0A7L7T499_L,fold_12,Train
A0A7L7TAQ2_L,fold_12,Train
A7IZZ1_C,fold_12,Train
ATY48639_L,fold_12,Train
B0F4G4_C,fold_12,Train
B1NA83_L,fold_12,Train
B1NA84_L,fold_12,Train
B6F137_L,fold_12,Train
C0KWV5_L,fold_12,Train
C0KWV7_L,fold_12,Train
C0KY88_L,fold_12,Train
C0PPR1_L,fold_12,Train
D4N3A0_L,fold_12,Train
D4N3A1_L,fold_12,Train
D5SL78_L,fold_12,Train
F2XF93_L,fold_12,Train
F2XFA6_L,fold_12,Train
F8TWD1_L,fold_12,Train
F8TWD2_L,fold_12,Train
G5CV39_L,fold_12,Train
H6UQ81_L,fold_12,Train
H6WBC5_L,fold_12,Train
hmoChr44410_L,fold_12,Train
J7HWK5_L,fold_12,Train
O04806_C,fold_12,Train
P0CV94_L,fold_12,Train
P0CV95_L,fold_12,Train
Q1XBU5_L,fold_12,Train
Q20HU7_C,fold_12,Train
Q2XSC5_L,fold_12,Train
Q2XSC6_C,fold_12,Train
Q40322_C,fold_12,Train
Q5SBP3_L,fold_12,Train
Q675L1_C,fold_12,Train
Q675L2_L,fold_12,Train
Q6F5H2_C,fold_12,Train
Q6F5H3_C,fold_12,Train
Q6ZH94_L,fold_12,Train
Q84UV0_L,fold_12,Train
Q8H2B4_L,fold_12,Train
Q8L5K1_C,fold_12,Train
Q8L5K3_C,fold_12,Train
Q940E7_C,fold_12,Train
Q96376_L,fold_12,Train
Q9AXM7_C,fold_12,Train
Q9FUW5_C,fold_12,Train
Q9M5A4_C,fold_12,Train
Q9M7C9_C,fold_12,Train
Q9SPN0_L,fold_12,Train
Q9SPN1_L,fold_12,Train
Q9SW76_C,fold_12,Train
R4I6X2_L,fold_12,Train
R4YVJ5_C,fold_12,Train
slectg065_np871_L,fold_12,Train
slectg240_np1756_L,fold_12,Train
U5PZT6_L,fold_12,Train
vodctg000225_np551212.245_C,fold_12,Train
vodctg000225_np551212959_L,fold_12,Train
vodctg000245_np551212567_C,fold_12,Train
vraChr51716_C,fold_12,Train
vraChr52544_C,fold_12,Train
dinctg000_np1212847_L,fold_12,Test
slectg127_np665_L,fold_12,Test
A0A059SVB0_L,fold_13,Train
A0A068B0N9_L,fold_13,Train
A0A097ZLN9_L,fold_13,Train
A0A097ZLP5_L,fold_13,Train
A0A097ZLS9_L,fold_13,Train
A0A0D3ML99_C,fold_13,Train
A0A0F6PMD0_C,fold_13,Train
A0A140KFH3_L,fold_13,Train
A0A1C9J6A7_C,fold_13,Train
A0A1Q1N939_L,fold_13,Train
A0A2R3ZE38_L,fold_13,Train
A0A2R3ZE39_L,fold_13,Train
A0A345BJ04_L,fold_13,Train
A0A3G9EWY9_L,fold_13,Train
A0A481YAH7_C,fold_13,Train
A0A4Y5QVX4_C,fold_13,Train
A0A4Y5QWA6_L,fold_13,Train
A0A4Y5QZ62_L,fold_13,Train
A0A5B9G8E4_L,fold_13,Train
A0A6C0M6B5_L,fold_13,Train
A0A6P6W6H5_C,fold_13,Train
A0A7G8EIM4_L,fold_13,Train
A0A7L7S5P2_L,fold_13,Train
A0A7L7S5U1_L,fold_13,Train
A0A7L7T499_L,fold_13,Train
A0A7L7TAQ2_L,fold_13,Train
A7IZZ1_C,fold_13,Train
ATY48639_L,fold_13,Train
B0F4G4_C,fold_13,Train
B1NA83_L,fold_13,Train
B1NA84_L,fold_13,Train
B6F137_L,fold_13,Train
C0KWV5_L,fold_13,Train
C0KWV7_L,fold_13,Train
C0KY88_L,fold_13,Train
C0PPR1_L,fold_13,Train
D4N3A0_L,fold_13,Train
D4N3A1_L,fold_13,Train
dinctg000_np1212847_L,fold_13,Train
F2XF93_L,fold_13,Train
F2XFA6_L,fold_13,Train
F8TWD1_L,fold_13,Train
F8TWD2_L,fold_13,Train
G5CV39_L,fold_13,Train
H6UQ81_L,fold_13,Train
H6WBC5_L,fold_13,Train
hmoChr44410_L,fold_13,Train
J7HWK5_L,fold_13,Train
O04806_C,fold_13,Train
P0CV94_L,fold_13,Train
P0CV95_L,fold_13,Train
Q1XBU5_L,fold_13,Train
Q20HU7_C,fold_13,Train
Q2XSC5_L,fold_13,Train
Q2XSC6_C,fold_13,Train
Q40322_C,fold_13,Train
Q5SBP3_L,fold_13,Train
Q675L1_C,fold_13,Train
Q675L2_L,fold_13,Train
Q6F5H2_C,fold_13,Train
Q6F5H3_C,fold_13,Train
Q6ZH94_L,fold_13,Train
Q84UV0_L,fold_13,Train
Q8H2B4_L,fold_13,Train
Q8L5K1_C,fold_13,Train
Q8L5K3_C,fold_13,Train
Q940E7_C,fold_13,Train
Q96376_L,fold_13,Train
Q9AXM7_C,fold_13,Train
Q9FUW5_C,fold_13,Train
Q9M5A4_C,fold_13,Train
Q9M7C9_C,fold_13,Train
Q9SPN0_L,fold_13,Train
Q9SPN1_L,fold_13,Train
Q9SW76_C,fold_13,Train
R4I6X2_L,fold_13,Train
R4YVJ5_C,fold_13,Train
slectg065_np871_L,fold_13,Train
slectg127_np665_L,fold_13,Train
slectg240_np1756_L,fold_13,Train
U5PZT6_L,fold_13,Train
vodctg000225_np551212.245_C,fold_13,Train
vodctg000225_np551212959_L,fold_13,Train
vodctg000245_np551212567_C,fold_13,Train
vraChr51716_C,fold_13,Train
vraChr52544_C,fold_13,Train
D5SL78_L,fold_13,Test
A0A059SVB0_L,fold_14,Train
A0A068B0N9_L,fold_14,Train
A0A097ZLN9_L,fold_14,Train
A0A097ZLP5_L,fold_14,Train
A0A097ZLS9_L,fold_14,Train
A0A0D3ML99_C,fold_14,Train
A0A0F6PMD0_C,fold_14,Train
A0A140KFH3_L,fold_14,Train
A0A1C9J6A7_C,fold_14,Train
A0A1Q1N939_L,fold_14,Train
A0A2R3ZE38_L,fold_14,Train
A0A2R3ZE39_L,fold_14,Train
A0A345BJ04_L,fold_14,Train
A0A3G9EWY9_L,fold_14,Train
A0A481YAH7_C,fold_14,Train
A0A4Y5QVX4_C,fold_14,Train
A0A4Y5QWA6_L,fold_14,Train
A0A4Y5QZ62_L,fold_14,Train
A0A5B9G8E4_L,fold_14,Train
A0A6C0M6B5_L,fold_14,Train
A0A6P6W6H5_C,fold_14,Train
A0A7G8EIM4_L,fold_14,Train
A0A7L7S5P2_L,fold_14,Train
A0A7L7S5U1_L,fold_14,Train
A0A7L7T499_L,fold_14,Train
A0A7L7TAQ2_L,fold_14,Train
A7IZZ1_C,fold_14,Train
ATY48639_L,fold_14,Train
B0F4G4_C,fold_14,Train
B1NA83_L,fold_14,Train
B1NA84_L,fold_14,Train
B6F137_L,fold_14,Train
C0KWV5_L,fold_14,Train
C0KWV7_L,fold_14,Train
C0KY88_L,fold_14,Train
C0PPR1_L,fold_14,Train
D4N3A0_L,fold_14,Train
D4N3A1_L,fold_14,Train
D5SL78_L,fold_14,Train
dinctg000_np1212847_L,fold_14,Train
F2XF93_L,fold_14,Train
F2XFA6_L,fold_14,Train
F8TWD1_L,fold_14,Train
F8TWD2_L,fold_14,Train
G5CV39_L,fold_14,Train
H6UQ81_L,fold_14,Train
H6WBC5_L,fold_14,Train
hmoChr44410_L,fold_14,Train
J7HWK5_L,fold_14,Train
O04806_C,fold_14,Train
P0CV94_L,fold_14,Train
P0CV95_L,fold_14,Train
Q1XBU5_L,fold_14,Train
Q20HU7_C,fold_14,Train
Q2XSC5_L,fold_14,Train
Q2XSC6_C,fold_14,Train
Q40322_C,fold_14,Train
Q5SBP3_L,fold_14,Train
Q675L1_C,fold_14,Train
Q675L2_L,fold_14,Train
Q6F5H2_C,fold_14,Train
Q6F5H3_C,fold_14,Train
Q6ZH94_L,fold_14,Train
Q84UV0_L,fold_14,Train
Q8H2B4_L,fold_14,Train
Q8L5K1_C,fold_14,Train
Q8L5K3_C,fold_14,Train
Q940E7_C,fold_14,Train
Q96376_L,fold_14,Train
Q9AXM7_C,fold_14,Train
Q9FUW5_C,fold_14,Train
Q9M5A4_C,fold_14,Train
Q9M7C9_C,fold_14,Train
Q9SW76_C,fold_14,Train
R4I6X2_L,fold_14,Train
R4YVJ5_C,fold_14,Train
slectg065_np871_L,fold_14,Train
slectg127_np665_L,fold_14,Train
slectg240_np1756_L,fold_14,Train
U5PZT6_L,fold_14,Train
vodctg000225_np551212.245_C,fold_14,Train
vodctg000225_np551212959_L,fold_14,Train
vodctg000245_np551212567_C,fold_14,Train
vraChr51716_C,fold_14,Train
vraChr52544_C,fold_14,Train
Q9SPN0_L,fold_14,Test
Q9SPN1_L,fold_14,Test
A0A059SVB0_L,fold_15,Train
A0A068B0N9_L,fold_15,Train
A0A097ZLN9_L,fold_15,Train
A0A097ZLP5_L,fold_15,Train
A0A097ZLS9_L,fold_15,Train
A0A0D3ML99_C,fold_15,Train
A0A0F6PMD0_C,fold_15,Train
A0A140KFH3_L,fold_15,Train
A0A1C9J6A7_C,fold_15,Train
A0A1Q1N939_L,fold_15,Train
A0A2R3ZE38_L,fold_15,Train
A0A2R3ZE39_L,fold_15,Train
A0A345BJ04_L,fold_15,Train
A0A3G9EWY9_L,fold_15,Train
A0A481YAH7_C,fold_15,Train
A0A4Y5QWA6_L,fold_15,Train
A0A4Y5QZ62_L,fold_15,Train
A0A5B9G8E4_L,fold_15,Train
A0A6C0M6B5_L,fold_15,Train
A0A6P6W6H5_C,fold_15,Train
A0A7G8EIM4_L,fold_15,Train
A0A7L7S5P2_L,fold_15,Train
A0A7L7S5U1_L,fold_15,Train
A0A7L7T499_L,fold_15,Train
A0A7L7TAQ2_L,fold_15,Train
ATY48639_L,fold_15,Train
B0F4G4_C,fold_15,Train
B1NA83_L,fold_15,Train
B1NA84_L,fold_15,Train
B6F137_L,fold_15,Train
C0KWV5_L,fold_15,Train
C0KWV7_L,fold_15,Train
C0KY88_L,fold_15,Train
C0PPR1_L,fold_15,Train
D4N3A0_L,fold_15,Train
D4N3A1_L,fold_15,Train
D5SL78_L,fold_15,Train
dinctg000_np1212847_L,fold_15,Train
F2XF93_L,fold_15,Train
F2XFA6_L,fold_15,Train
F8TWD1_L,fold_15,Train
F8TWD2_L,fold_15,Train
G5CV39_L,fold_15,Train
H6UQ81_L,fold_15,Train
H6WBC5_L,fold_15,Train
hmoChr44410_L,fold_15,Train
J7HWK5_L,fold_15,Train
O04806_C,fold_15,Train
P0CV94_L,fold_15,Train
P0CV95_L,fold_15,Train
Q1XBU5_L,fold_15,Train
Q20HU7_C,fold_15,Train
Q2XSC5_L,fold_15,Train
Q2XSC6_C,fold_15,Train
Q40322_C,fold_15,Train
Q5SBP3_L,fold_15,Train
Q675L1_C,fold_15,Train
Q675L2_L,fold_15,Train
Q6F5H2_C,fold_15,Train
Q6F5H3_C,fold_15,Train
Q6ZH94_L,fold_15,Train
Q84UV0_L,fold_15,Train
Q8H2B4_L,fold_15,Train
Q8L5K1_C,fold_15,Train
Q8L5K3_C,fold_15,Train
Q940E7_C,fold_15,Train
Q96376_L,fold_15,Train
Q9AXM7_C,fold_15,Train
Q9FUW5_C,fold_15,Train
Q9M5A4_C,fold_15,Train
Q9M7C9_C,fold_15,Train
Q9SPN0_L,fold_15,Train
Q9SPN1_L,fold_15,Train
Q9SW76_C,fold_15,Train
R4I6X2_L,fold_15,Train
R4YVJ5_C,fold_15,Train
slectg065_np871_L,fold_15,Train
slectg127_np665_L,fold_15,Train
slectg240_np1756_L,fold_15,Train
U5PZT6_L,fold_15,Train
vodctg000225_np551212.245_C,fold_15,Train
vodctg000225_np551212959_L,fold_15,Train
vodctg000245_np551212567_C,fold_15,Train
vraChr51716_C,fold_15,Train
vraChr52544_C,fold_15,Train
A0A4Y5QVX4_C,fold_15,Test
A7IZZ1_C,fold_15,Test
A0A059SVB0_L,fold_16,Train
A0A068B0N9_L,fold_16,Train
A0A097ZLN9_L,fold_16,Train
A0A097ZLP5_L,fold_16,Train
A0A097ZLS9_L,fold_16,Train
A0A0F6PMD0_C,fold_16,Train
A0A140KFH3_L,fold_16,Train
A0A1C9J6A7_C,fold_16,Train
A0A1Q1N939_L,fold_16,Train
A0A2R3ZE38_L,fold_16,Train
A0A2R3ZE39_L,fold_16,Train
A0A345BJ04_L,fold_16,Train
A0A3G9EWY9_L,fold_16,Train
A0A481YAH7_C,fold_16,Train
A0A4Y5QVX4_C,fold_16,Train
A0A4Y5QWA6_L,fold_16,Train
A0A4Y5QZ62_L,fold_16,Train
A0A5B9G8E4_L,fold_16,Train
A0A6C0M6B5_L,fold_16,Train
A0A6P6W6H5_C,fold_16,Train
A0A7G8EIM4_L,fold_16,Train
A0A7L7S5P2_L,fold_16,Train
A0A7L7S5U1_L,fold_16,Train
A0A7L7T499_L,fold_16,Train
A0A7L7TAQ2_L,fold_16,Train
A7IZZ1_C,fold_16,Train
ATY48639_L,fold_16,Train
B0F4G4_C,fold_16,Train
B1NA83_L,fold_16,Train
B1NA84_L,fold_16,Train
C0KWV5_L,fold_16,Train
C0KWV7_L,fold_16,Train
C0KY88_L,fold_16,Train
C0PPR1_L,fold_16,Train
D4N3A0_L,fold_16,Train
D4N3A1_L,fold_16,Train
D5SL78_L,fold_16,Train
dinctg000_np1212847_L,fold_16,Train
F2XF93_L,fold_16,Train
F2XFA6_L,fold_16,Train
F8TWD1_L,fold_16,Train
F8TWD2_L,fold_16,Train
G5CV39_L,fold_16,Train
H6UQ81_L,fold_16,Train
H6WBC5_L,fold_16,Train
hmoChr44410_L,fold_16,Train
J7HWK5_L,fold_16,Train
O04806_C,fold_16,Train
P0CV94_L,fold_16,Train
P0CV95_L,fold_16,Train
Q1XBU5_L,fold_16,Train
Q20HU7_C,fold_16,Train
Q2XSC5_L,fold_16,Train
Q2XSC6_C,fold_16,Train
Q40322_C,fold_16,Train
Q5SBP3_L,fold_16,Train
Q675L1_C,fold_16,Train
Q675L2_L,fold_16,Train
Q6F5H2_C,fold_16,Train
Q6F5H3_C,fold_16,Train
Q6ZH94_L,fold_16,Train
Q84UV0_L,fold_16,Train
Q8H2B4_L,fold_16,Train
Q8L5K1_C,fold_16,Train
Q8L5K3_C,fold_16,Train
Q940E7_C,fold_16,Train
Q96376_L,fold_16,Train
Q9AXM7_C,fold_16,Train
Q9FUW5_C,fold_16,Train
Q9M5A4_C,fold_16,Train
Q9M7C9_C,fold_16,Train
Q9SPN0_L,fold_16,Train
Q9SPN1_L,fold_16,Train
Q9SW76_C,fold_16,Train
R4I6X2_L,fold_16,Train
R4YVJ5_C,fold_16,Train
slectg065_np871_L,fold_16,Train
slectg127_np665_L,fold_16,Train
slectg240_np1756_L,fold_16,Train
U5PZT6_L,fold_16,Train
vodctg000225_np551212.245_C,fold_16,Train
vodctg000225_np551212959_L,fold_16,Train
vodctg000245_np551212567_C,fold_16,Train
vraChr51716_C,fold_16,Train
vraChr52544_C,fold_16,Train
A0A0D3ML99_C,fold_16,Test
B6F137_L,fold_16,Test
A0A059SVB0_L,fold_17,Train
A0A068B0N9_L,fold_17,Train
A0A097ZLN9_L,fold_17,Train
A0A097ZLP5_L,fold_17,Train
A0A097ZLS9_L,fold_17,Train
A0A0D3ML99_C,fold_17,Train
A0A0F6PMD0_C,fold_17,Train
A0A140KFH3_L,fold_17,Train
A0A1C9J6A7_C,fold_17,Train
A0A1Q1N939_L,fold_17,Train
A0A2R3ZE38_L,fold_17,Train
A0A2R3ZE39_L,fold_17,Train
A0A345BJ04_L,fold_17,Train
A0A3G9EWY9_L,fold_17,Train
A0A481YAH7_C,fold_17,Train
A0A4Y5QVX4_C,fold_17,Train
A0A4Y5QWA6_L,fold_17,Train
A0A4Y5QZ62_L,fold_17,Train
A0A5B9G8E4_L,fold_17,Train
A0A6C0M6B5_L,fold_17,Train
A0A6P6W6H5_C,fold_17,Train
A0A7G8EIM4_L,fold_17,Train
A0A7L7S5U1_L,fold_17,Train
A0A7L7T499_L,fold_17,Train
A0A7L7TAQ2_L,fold_17,Train
A7IZZ1_C,fold_17,Train
ATY48639_L,fold_17,Train
B0F4G4_C,fold_17,Train
B1NA83_L,fold_17,Train
B1NA84_L,fold_17,Train
B6F137_L,fold_17,Train
C0KWV5_L,fold_17,Train
C0KWV7_L,fold_17,Train
C0KY88_L,fold_17,Train
C0PPR1_L,fold_17,Train
D4N3A0_L,fold_17,Train
D4N3A1_L,fold_17,Train
D5SL78_L,fold_17,Train
dinctg000_np1212847_L,fold_17,Train
F2XF93_L,fold_17,Train
F2XFA6_L,fold_17,Train
F8TWD1_L,fold_17,Train
F8TWD2_L,fold_17,Train
G5CV39_L,fold_17,Train
H6UQ81_L,fold_17,Train
H6WBC5_L,fold_17,Train
hmoChr44410_L,fold_17,Train
